Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
-0.313,-0.375,-0.784,-0.837,0.164,-0.047,-0.247,0.351,0.827,-1.793,0.289,-0.071,-0.785,-0.571,-1.053,0.042,-2.132,0.004,0.297,0.988,0.572,1.327,-0.667,0.643,0.064,0.924,0.881,0.532,-2.022,0.696,-0.573,-0.594,0.452,0.542,1.445,0.326,0.254,-0.546,1.565,-0.12,-0.443,0.454,0.131,-1.325,-0.116,-0.441,0.16,0.364,-2.281,0.483,-0.684
-0.049,0.29,-0.134,-0.68,-0.042,0.158,0.752,-1.155,-0.727,-0.617,0.207,0.091,0.549,0.266,0.595,-3.192,0.638,0.751,0.112,0.264,-1.716,-0.281,0.161,-0.196,0.494,0.449,0.153,-0.551,0.167,0.43,-3.573,-0.338,0.328,0.275,0.314,-5.534,0.941,0.128,1.709,0.263,-0.452,-0.076,-4.493,0.713,-4.048,0.419,0.16,0.364,-0.112,1.258,0.567
0.649,0.756,0.222,0.586,1.155,-0.809,1.635,1.167,0.481,-0.07,0.46,0.29,0.806,0.993,0.647,0.042,0.286,0.747,0.178,-2.981,1.361,-0.186,0.391,1.144,0.306,0.899,-1.791,-0.484,0.426,-0.897,-0.559,0.35,0.167,1.202,-0.621,-0.195,0.969,0.012,0.783,0.463,-0.45,-0.127,-0.143,0.435,0.688,-0.718,-0.327,-0.349,0.167,0.177,0.687
0.55,0.546,1.121,-1.655,0.435,0.875,-0.039,-0.462,1.312,1.019,0.361,-1.295,0.611,0.487,0.49,0.473,-0.017,-1.467,0.149,0.144,-1.489,1.323,-0.121,-0.169,1.847,-1.417,0.577,-0.527,0.311,-0.897,0.272,-1.557,-1.106,0.258,0.133,0.704,0.232,-0.033,-0.485,0.491,-0.453,-0.508,-0.248,0.717,-0.068,0.19,-0.065,0.839,0.154,-1.166,0.719
-0.109,0.049,0.168,-1.958,-0.528,0.086,-0.738,0.263,-0.9,-0.69,-0.115,-0.553,0.321,0.395,0.16,0.473,-0.24,-0.17,-0.17,0.153,-0.546,-0.951,1.36,1.569,1.237,0.45,-0.84,-0.878,-0.157,-0.366,0.248,-1.246,-2.03,-0.042,0.133,0.699,0.843,-0.303,0.625,0.324,2.145,-0.848,0.878,0.192,0.59,0.19,-0.065,0.839,-0.019,-0.039,0.26
-0.966,0.226,0.54,-0.758,-0.457,-1.424,0.153,0.623,-1.478,1.984,-1.055,0.116,0.86,0.879,0.499,0.042,-1.168,0.204,-1.321,-1.014,-0.482,-1.041,0.798,1.341,0.441,-0.104,-1.952,-1.833,0.937,0.165,-0.576,0.412,-0.513,-0.086,-0.259,0.336,1.356,2.158,1.079,0.402,0.817,-1.737,1.608,0.757,0.213,-0.843,-1.157,-0.507,-1.145,-0.338,-0.845
0.152,0.256,0.156,1.265,-0.418,0.698,0.249,-0.991,-0.516,-0.231,-0.03,0.074,0.769,1.127,0.381,0.042,-0.007,0.264,0.257,-1.147,-1.107,-0.408,-0.254,-0.342,-0.843,-0.122,-2.276,-1.385,0.569,0.165,-1.303,-0.319,0.175,0.166,-0.259,-0.652,1.112,0.578,1.7,0.357,-0.448,-0.732,0.262,0.572,-0.231,-1.76,-1.415,-0.943,-0.41,0.153,0.165
0.458,0.427,0.335,1.018,0.962,1.013,-0.451,-0.045,0.287,0.003,-0.021,-0.251,0.809,0.785,0.6,0.904,0.482,-0.279,-0.816,-0.762,-0.577,-0.299,-1.555,-1.232,0.114,-0.655,-0.575,-1.269,0.658,0.43,0.071,1.218,-0.747,-0.77,-0.621,-0.194,0.826,0.879,-0.065,0.448,-0.443,-1.232,0.814,0.486,0.245,-0.04,-2.54,-0.349,0.67,-0.194,0.309
0.443,0.573,0.089,-0.203,-0.185,0.415,0.265,1.471,-1.141,1.446,0.018,0.104,0.901,0.719,0.627,0.904,1.35,0.397,-0.133,-1.177,0.163,-0.392,-0.249,0.873,0.262,-0.776,-0.693,-1.052,0.679,0.43,0.164,0.584,-0.221,-0.195,-0.259,-0.195,0.142,0.928,0.679,0.392,-0.441,-0.858,0.214,0.754,-0.19,0.075,-0.177,-0.349,1.204,0.504,0.354
0.889,0.416,0.64,0.356,-0.0,-2.079,0.157,0.08,0.119,-0.951,0.224,-0.893,-0.812,-1.823,0.729,-2.114,-0.256,-0.278,0.425,0.632,1.123,-0.571,2.096,0.231,-1.239,0.663,-0.3,0.111,-0.333,-1.428,-0.586,-0.544,0.156,-0.34,-0.063,0.352,0.801,0.389,0.5,0.401,2.15,0.454,0.081,0.243,0.468,-0.843,-0.29,0.364,-0.155,-1.318,0.415
0.603,-0.156,0.145,0.168,1.537,-1.376,-0.616,1.134,0.018,-0.615,-0.049,-0.968,1.027,1.061,0.043,0.042,0.822,-1.647,0.289,1.476,-1.038,0.254,0.171,-0.837,-1.506,-1.16,1.068,0.8,0.255,0.43,-1.682,0.748,-0.247,-1.772,0.872,0.334,-1.188,-1.211,-0.365,0.095,-0.462,0.195,-1.192,-0.123,-2.155,0.534,0.835,0.364,0.934,-2.143,0.386
1.011,1.163,-0.027,0.069,-0.257,0.737,1.317,0.12,-2.084,-1.954,1.855,-0.647,-0.756,-0.37,1.016,-0.39,-1.104,0.382,1.342,1.494,1.447,0.956,2.007,-1.609,-1.068,-1.398,0.973,2.768,-0.311,-0.366,0.441,-2.421,0.116,-0.51,0.314,1.325,-1.322,-0.424,1.565,0.723,-0.456,2.894,-0.828,0.243,-1.044,0.419,1.397,-1.378,-1.001,0.157,0.648
-1.054,-1.404,-1.792,-2.625,-0.151,2.599,-1.118,-1.197,0.69,-0.841,0.602,-0.13,-2.021,-1.811,-2.075,-2.114,-1.094,-0.038,0.988,-1.417,1.492,-0.014,-1.419,-0.518,1.107,-0.043,-0.734,1.049,-2.148,-0.897,-2.814,0.965,-0.973,1.039,0.314,-1.698,1.935,-1.03,0.425,-0.342,3.811,1.41,0.289,-1.446,-0.096,-3.48,-4.789,-3.081,-1.223,1.953,-2.465
-0.675,-0.906,-0.818,-0.408,0.609,0.826,1.497,-0.116,1.13,0.093,0.892,-0.542,-1.046,-0.49,-1.008,-0.39,-1.43,0.643,0.837,0.528,-0.223,0.258,1.354,0.408,-1.462,1.856,0.986,2.111,-1.036,-0.366,0.428,-1.707,-0.907,-0.057,0.51,1.328,-1.322,-0.995,1.539,0.158,-0.457,2.302,-0.486,-0.977,0.475,0.419,2.016,1.671,-0.89,1.141,-1.217
0.805,1.047,0.917,-0.318,-1.809,1.422,-1.083,-0.32,-1.593,-0.852,0.498,-1.037,1.196,1.21,0.87,1.335,-0.184,-1.785,0.284,1.954,0.434,0.445,0.757,-0.612,0.517,0.602,2.108,-0.491,0.663,0.43,0.26,1.026,0.176,0.455,1.626,0.248,-0.028,-0.285,0.402,0.487,1.445,-0.528,1.111,0.785,0.268,0.19,0.16,0.245,-0.09,-0.858,0.954
0.588,0.402,0.929,0.133,-0.111,-1.202,-1.522,0.218,-0.149,-0.806,0.103,-0.024,0.562,0.513,0.892,-0.39,0.666,0.408,0.06,0.689,0.172,0.03,-0.3,-0.003,-0.332,0.168,0.897,-0.365,1.012,0.165,0.52,-1.02,0.152,-1.363,0.51,1.332,0.516,0.182,0.103,0.502,-0.45,-0.27,0.254,0.79,0.597,0.534,-0.29,1.671,0.694,-0.467,0.601
-0.013,0.38,0.927,0.332,0.73,-1.023,-0.367,-0.25,-0.826,-0.481,-0.518,-0.196,0.933,0.908,0.956,-0.39,-0.005,0.19,-1.115,1.288,0.101,-0.217,-0.93,0.129,0.108,0.626,1.104,-2.05,1.278,0.165,0.076,-0.801,-0.693,-1.275,1.068,-0.65,0.945,1.807,0.017,0.577,0.336,-1.808,0.401,0.891,-0.037,-0.04,-0.852,-0.943,-0.145,-0.554,0.488
1.108,1.128,0.64,-0.402,-4.38,-0.267,-1.223,-0.621,-0.57,-1.044,0.856,-0.38,-0.371,-0.505,1.032,0.042,0.193,1.0,0.958,-2.638,0.684,0.975,0.002,-0.516,-0.877,-0.337,-1.215,0.853,0.427,0.43,-1.592,-0.664,-0.314,1.777,0.314,-0.754,-1.314,-0.306,-1.543,0.468,1.289,0.781,-1.479,1.224,-1.251,1.336,0.835,0.364,0.059,0.117,0.786
0.975,0.819,0.975,1.426,-1.707,-0.899,0.4,-0.454,1.59,-0.333,0.974,-1.02,0.908,0.686,0.725,0.473,0.854,-0.748,1.373,-0.562,1.647,-0.828,0.385,0.136,-0.297,-0.868,-0.498,1.781,1.353,0.165,0.434,-1.122,0.939,0.66,-0.063,0.527,-1.322,-0.214,-0.975,0.51,-0.46,1.26,0.405,1.112,0.737,0.419,0.048,0.602,1.31,-0.086,1.097
0.909,0.684,1.254,0.134,1.235,-2.535,1.075,0.473,0.718,1.112,0.398,-1.732,0.436,-0.214,0.617,0.042,0.265,-1.889,0.898,0.298,-1.251,-2.288,0.241,0.569,-3.667,-1.776,-0.676,0.125,0.187,-0.366,0.527,0.597,-0.739,-0.191,-0.063,-0.643,0.09,-0.052,-0.786,0.32,-2.433,0.208,1.281,0.443,1.049,0.534,-0.29,-0.943,0.293,-1.298,1.144
0.543,0.57,0.212,-0.093,-1.223,-0.474,-0.253,0.578,0.865,0.256,0.416,-0.161,0.919,0.991,0.27,0.904,0.615,-0.027,0.592,-1.229,-0.918,0.082,-1.348,0.388,0.175,-0.24,-0.386,0.266,0.132,0.43,0.521,1.46,0.282,-0.112,-0.621,0.257,-1.189,0.225,-0.753,0.379,-0.44,-0.093,0.148,0.122,-0.126,0.476,0.198,0.245,0.378,-0.195,0.608
0.223,0.057,-0.581,-0.043,0.546,2.055,2.34,-0.143,-1.31,1.526,1.062,-0.555,-0.545,-0.403,0.009,0.042,0.534,0.258,0.596,1.054,1.41,-0.239,-0.491,0.661,1.466,0.443,0.762,1.315,-0.069,0.43,0.424,-2.03,-0.102,-0.188,0.51,1.343,-1.322,-0.327,1.48,0.387,-0.458,1.527,-0.673,0.5,1.228,0.419,1.397,1.671,1.373,0.929,0.078
0.838,0.966,-0.156,1.266,1.349,-2.669,-0.494,-0.153,-0.649,-2.456,1.287,-0.187,-0.24,-0.092,0.614,0.042,1.964,0.128,1.177,-0.27,0.548,1.94,-0.205,-0.937,0.623,0.08,0.202,0.95,-0.283,0.961,-0.575,-0.055,0.286,1.155,1.068,0.331,-0.047,-1.634,0.934,0.369,-0.456,1.119,0.197,0.812,0.617,-0.843,0.16,0.364,1.73,0.296,1.363
0.147,0.499,0.854,-0.662,-0.382,0.149,-2.046,0.056,0.795,0.881,0.127,-0.392,0.751,0.938,0.553,-0.39,-0.268,-0.219,0.245,1.561,-0.306,0.761,0.877,-1.026,2.478,0.278,1.642,-0.706,0.782,-0.366,0.068,-1.524,-0.539,-1.559,1.626,1.34,0.652,-0.169,0.924,0.52,1.131,-0.733,0.232,0.591,1.381,-0.04,0.16,1.671,-0.161,-1.12,0.368
0.295,0.181,0.851,-0.581,-1.49,0.219,-0.105,-0.072,1.664,0.149,-0.487,-0.199,0.828,0.724,0.874,-0.39,-0.357,0.18,-0.75,1.505,0.865,1.569,-0.856,-0.148,-0.183,0.776,1.688,-1.234,1.21,-0.366,0.069,-1.113,0.085,-1.493,1.626,1.333,1.506,0.763,0.478,0.495,0.737,-1.347,0.13,0.498,0.18,-0.04,0.16,1.671,-0.343,-0.41,0.139
0.849,0.685,0.399,-0.393,0.894,0.703,2.448,-2.542,-1.124,0.107,0.614,-0.755,0.21,0.248,0.898,0.042,-0.236,-1.402,0.782,0.908,-0.791,-1.238,1.588,-0.507,-0.19,-0.79,1.004,1.001,-0.028,0.696,1.44,1.009,-0.484,-0.712,0.133,0.321,-1.315,-0.145,-0.785,0.449,1.484,0.98,0.776,0.384,1.169,1.05,-0.201,0.364,-0.665,-0.699,1.217
0.636,0.95,0.676,0.023,-0.172,1.433,0.49,2.268,-1.714,-0.627,0.888,-0.998,0.298,-0.136,0.756,0.042,0.197,-0.457,0.226,0.258,0.941,1.971,0.207,0.246,0.906,-0.056,0.216,0.333,0.559,-0.366,0.069,0.091,-0.031,0.337,0.133,-0.668,-1.316,0.573,-0.065,0.48,-0.454,0.264,0.363,1.199,-0.378,-0.04,-0.384,-0.943,0.752,0.162,0.493
0.386,0.329,0.658,-1.942,0.459,1.102,0.069,-0.417,0.523,-0.849,0.261,-0.515,-0.193,-1.073,0.063,-2.114,0.176,0.453,0.571,1.22,1.387,0.458,-0.835,-1.258,1.041,0.479,-0.15,-0.009,-0.111,-0.897,0.535,-0.32,-1.145,1.564,-0.621,0.34,0.09,0.512,0.994,0.016,1.212,0.086,-0.224,0.244,-0.036,0.534,-0.29,0.364,-0.049,0.164,-0.169
-2.585,-1.026,1.051,-0.652,0.04,0.158,0.744,0.075,1.514,0.26,-2.961,-0.018,1.069,0.579,0.604,-2.114,1.162,0.576,-2.808,0.495,1.036,1.158,-0.608,-0.052,0.014,0.756,-0.474,-1.719,1.239,0.364,-1.569,0.916,-0.379,-0.054,0.51,-2.615,1.687,2.429,0.288,0.328,1.247,-1.928,-0.195,0.064,1.125,-2.104,-1.021,-1.596,0.832,0.146,-0.98
-0.433,0.039,1.032,-0.72,-0.027,-1.044,1.327,-0.126,0.126,0.408,-1.423,-0.295,0.88,0.903,0.316,-0.39,-0.581,0.123,-1.526,0.226,0.605,0.141,-0.044,-0.95,1.442,-0.41,1.112,-1.208,1.136,-0.941,-0.39,-1.242,-0.136,-0.51,1.445,0.068,0.652,0.546,0.27,0.552,1.124,-1.42,2.157,-0.019,0.844,-0.231,-0.065,0.661,-0.133,-0.599,-0.065
0.815,0.366,0.309,1.646,1.211,0.234,-0.565,0.216,-1.539,-0.024,0.952,-0.603,1.022,1.09,0.396,0.473,0.869,-0.278,0.63,-0.801,-1.451,0.018,-1.6,0.636,-0.385,-1.998,-0.754,1.374,1.165,0.165,0.075,-0.931,-0.756,0.728,0.133,0.318,-1.321,-0.629,-0.87,0.442,-0.458,1.068,0.555,0.542,-0.506,-1.712,-0.698,-0.289,0.857,0.823,1.807
0.502,0.449,0.474,1.63,0.932,0.632,1.191,-1.109,-0.868,0.134,0.278,-1.083,0.703,0.708,0.231,0.473,0.611,-1.158,0.53,0.299,0.812,2.003,1.128,-2.045,0.631,-1.056,0.268,0.515,0.59,0.696,0.253,-0.807,0.044,0.062,-0.063,0.715,-1.028,-0.294,-0.611,0.358,-0.459,0.337,0.621,0.523,0.406,0.075,-0.065,0.839,0.753,0.012,0.719
0.333,0.31,0.78,0.408,0.609,0.061,1.343,-2.197,-0.329,-0.995,-0.672,-0.458,0.732,0.611,0.427,0.904,0.874,-0.694,-0.777,-0.166,-0.702,1.034,1.43,0.278,0.72,-0.417,-0.802,-0.964,0.674,-0.366,0.065,0.47,0.316,-1.112,-0.719,0.26,0.816,0.637,0.406,0.393,-0.442,-1.068,-0.006,0.364,-0.13,-0.04,-0.29,0.245,0.892,-0.812,0.217
0.52,0.537,0.215,-0.265,-0.462,-1.173,-0.48,1.424,-0.57,-2.42,0.302,-0.142,0.534,0.61,0.346,0.042,0.305,-0.06,0.373,-1.261,0.79,-0.754,-2.518,0.33,-0.532,-0.695,-2.14,0.664,-0.271,-1.162,0.251,0.265,2.42,0.036,-0.621,0.352,-1.191,-0.107,0.803,0.281,-0.45,0.729,-0.056,0.311,0.072,0.175,0.273,0.364,0.36,-0.001,-0.319
0.659,0.617,1.473,0.14,0.075,1.242,-1.541,0.577,1.434,0.029,0.182,-1.118,0.798,0.662,0.411,-0.821,0.562,-1.189,0.541,1.208,0.696,0.031,-1.643,-2.455,-0.274,0.258,-0.047,1.044,1.138,-0.189,0.981,-2.207,-0.564,-0.429,0.133,0.351,-1.318,-0.127,0.072,0.41,-0.453,0.819,0.514,0.727,0.544,1.107,0.273,0.364,0.403,-0.751,1.48
0.524,0.326,-0.336,-1.214,-0.263,0.812,-0.069,-0.403,-0.365,1.786,0.32,-0.603,0.265,0.373,0.45,0.042,-0.837,-1.614,0.446,-0.388,-0.389,1.758,0.636,0.687,0.436,-1.429,-1.92,0.063,-0.4,0.165,0.077,0.776,-0.078,-0.683,-0.621,0.312,0.634,0.264,0.024,0.271,-0.45,-0.432,0.861,-0.506,0.384,-0.04,0.16,0.364,-1.347,0.006,-0.189
1.082,1.018,1.207,0.865,0.52,1.224,-0.068,-1.216,1.283,-0.919,0.523,-0.055,1.083,1.158,1.44,0.042,2.065,0.243,0.355,-0.489,0.809,0.546,-1.48,0.183,1.625,0.379,-0.238,-0.542,1.183,1.382,0.244,0.987,-0.297,0.836,0.133,-0.187,0.809,-0.066,0.087,0.565,1.243,-0.115,0.416,0.617,-0.306,0.419,-1.302,-0.349,2.065,-0.321,1.319
-1.661,-2.239,0.899,-0.845,-1.003,0.612,-1.215,0.148,-0.778,0.03,-2.037,-0.072,0.017,0.127,-0.801,-2.976,-2.414,0.354,-1.999,0.905,-0.355,-0.887,-0.198,-1.203,0.462,-1.003,1.348,-2.373,0.537,0.165,-0.283,-0.777,-1.191,-1.327,0.872,0.345,1.688,2.681,-0.189,-0.009,-0.449,-1.66,-0.292,-0.979,-0.066,-0.499,0.385,0.364,-2.564,-2.129,-0.939
0.164,0.081,1.274,0.333,0.477,-0.158,0.846,0.906,-0.784,-0.04,-0.551,-1.593,0.758,0.635,0.243,0.042,0.01,-1.965,-0.055,0.792,0.668,1.148,-0.502,-0.034,-0.277,-0.324,-0.252,-0.569,0.391,-0.366,0.079,-0.577,-0.442,-0.189,0.133,0.693,-1.317,0.085,-1.324,0.344,-0.463,-0.623,-0.24,0.323,0.033,-0.04,-0.102,0.839,-0.575,-1.515,0.741
-0.339,-0.274,-0.61,-0.161,-0.957,-0.502,-0.818,0.873,1.805,-0.91,0.023,-0.916,-1.029,-1.061,-0.401,-1.252,-2.55,-0.892,-0.274,0.088,-0.644,0.3,1.375,0.623,-1.357,-0.542,-0.816,0.257,-1.766,-0.897,0.894,-1.932,-1.479,-0.062,0.51,0.333,-1.317,-1.027,-0.441,0.266,-0.46,0.469,-0.008,-1.456,-0.065,0.809,1.06,0.364,-2.449,-0.734,-0.718
0.492,0.546,0.594,0.047,1.314,-0.527,0.251,-0.987,-0.491,-0.146,0.163,-0.338,0.917,1.031,0.549,0.042,0.217,-0.609,0.112,-0.914,-0.423,0.336,0.014,-1.191,0.815,-0.271,-2.192,-0.371,0.707,0.165,-0.571,-0.3,1.707,-0.149,-0.621,0.336,-0.298,0.673,0.96,0.38,-0.45,-0.606,0.012,0.517,0.123,-0.843,0.048,0.364,0.266,-0.727,-0.071
-0.167,0.009,0.335,-1.255,-1.121,-0.627,-0.651,-2.389,0.949,-0.577,-0.193,-0.086,1.142,1.099,0.207,0.904,-0.849,-0.031,-0.465,0.283,0.202,0.45,1.619,-1.244,-1.486,1.172,-0.506,-1.496,0.617,0.253,0.167,0.643,0.267,-1.206,-0.388,0.257,0.119,2.721,0.399,0.261,-0.441,-1.325,-0.474,0.076,0.625,0.084,0.034,0.255,-1.1,-0.05,-0.854
0.028,0.217,0.833,2.132,-0.631,-0.313,-0.641,0.749,-1.026,-1.624,-0.19,-0.653,0.225,0.367,0.184,-0.821,0.36,-0.21,0.045,0.255,0.565,1.139,1.22,0.423,0.056,2.37,-0.237,-0.847,0.349,-0.366,-0.31,-0.927,-0.908,0.32,-0.063,-0.681,1.375,0.009,-0.088,0.295,2.145,-0.573,0.439,0.45,1.66,-0.441,-0.551,-2.25,0.326,-0.099,0.119
0.531,0.859,-0.549,-0.339,-0.756,-0.235,-0.936,0.995,0.661,-0.416,0.328,-0.373,-0.868,-0.74,-0.023,-0.39,0.511,0.636,0.607,1.344,0.189,2.496,0.893,1.7,-1.003,-0.214,-0.205,0.231,-0.907,0.165,0.433,-1.804,-0.24,-0.629,0.51,0.874,-1.318,-1.224,1.121,0.39,-0.455,-0.108,-0.46,-0.263,-0.608,0.419,0.835,1.077,0.679,-0.318,0.929
-1.218,-1.564,-1.705,-2.472,1.993,1.493,0.478,-1.114,-1.193,-0.146,0.608,0.056,-1.875,-1.772,-2.187,-2.114,-1.156,0.308,1.251,-1.555,-0.104,0.169,-1.735,-0.441,1.357,0.613,-0.656,0.787,-2.012,0.165,-0.843,0.277,-1.841,1.127,0.314,-3.443,1.935,-1.342,1.303,-0.363,-0.453,1.315,0.352,-1.252,0.411,-1.187,-0.009,-4.507,-0.395,1.801,-2.642
-0.281,-0.721,-0.688,-0.646,-0.814,1.054,0.771,0.285,-0.244,1.363,1.037,-0.529,-0.51,0.024,-0.585,0.473,-1.621,0.45,0.492,-0.535,-0.132,0.012,-0.115,-0.264,0.003,1.233,-0.879,1.161,-1.091,0.165,0.616,-1.15,-0.018,0.257,0.314,0.887,-1.318,-0.729,0.641,0.236,-0.458,1.607,-0.554,-0.927,-0.745,0.648,0.835,1.077,-1.013,0.91,-0.777
-1.901,-2.563,-0.339,0.349,0.923,0.31,1.41,-1.211,-0.48,-0.262,-0.861,-0.095,1.56,1.546,-1.738,0.904,1.849,0.069,-1.103,0.357,-0.484,1.318,0.968,-0.219,0.33,1.98,1.069,-0.001,0.87,0.696,1.083,0.799,-0.915,0.262,0.314,0.264,-1.19,-0.042,0.026,-0.267,-0.452,-0.374,-0.356,-0.798,-0.236,1.279,1.135,0.245,2.077,1.784,-0.743
1.377,0.567,1.542,-0.261,-1.637,-0.713,-1.105,-0.89,-1.181,0.071,0.847,-0.525,0.282,0.261,1.104,0.042,1.738,-0.391,0.396,1.28,0.143,0.779,1.329,0.008,1.002,-0.662,1.754,1.374,0.808,0.165,-0.572,-0.502,-0.148,-1.824,1.225,0.333,-1.191,-0.811,-0.379,0.539,-0.451,1.217,1.569,0.589,-2.615,-0.843,0.16,0.364,1.103,-1.043,1.523
-1.288,-1.574,-0.83,-2.103,-0.798,-0.849,-0.92,0.347,-0.336,0.337,-0.812,-0.913,-1.991,-0.431,-1.164,-4.269,-2.558,-0.527,-0.686,-0.315,0.357,1.164,-1.207,0.593,0.009,0.293,-0.884,0.661,-2.206,-0.366,0.344,-1.503,-1.188,-0.341,0.51,0.71,0.098,1.342,-0.632,0.064,-0.457,1.458,0.662,-2.654,0.329,0.19,0.475,0.958,-2.567,0.048,-1.466
0.172,-0.025,0.37,-0.457,-0.058,-0.139,-1.491,0.212,-0.617,1.177,0.416,-0.046,0.006,0.239,0.014,-0.39,0.029,0.471,0.107,0.595,1.518,0.663,0.227,1.702,-0.251,-0.76,1.576,-0.11,-0.113,0.165,0.074,-0.676,-0.371,-0.87,1.626,1.33,-0.186,-0.74,0.147,0.218,0.66,-0.164,0.577,0.198,0.792,-0.04,0.16,1.671,-0.302,0.015,0.256
-0.167,-0.421,0.088,0.538,1.406,-1.299,-1.525,-0.0,-1.356,1.139,0.142,-0.538,0.506,0.543,-0.02,0.042,1.294,0.116,0.202,-0.937,0.431,0.39,1.864,-2.073,-0.46,-0.805,-0.263,1.365,0.761,0.165,0.64,-0.849,-0.101,0.925,0.133,0.715,-1.318,-0.021,-1.358,0.106,-0.45,0.469,0.738,0.445,1.109,-0.059,-0.154,0.839,0.867,1.424,0.091
0.279,0.299,-0.31,0.318,0.376,0.233,0.522,-1.922,-0.702,-0.052,1.172,-0.154,-0.799,-0.572,-0.05,0.042,0.674,0.309,0.996,0.091,-1.096,-0.855,-0.111,0.932,-0.644,1.769,-0.049,0.565,-0.897,0.43,-0.297,-0.651,-0.024,0.889,0.872,0.345,-1.191,-1.147,2.0,0.197,-0.456,0.629,-0.354,0.008,-0.01,-0.499,0.385,0.364,0.006,0.171,0.336
-1.198,-1.638,-0.719,0.131,-0.939,1.163,0.473,1.386,1.8,-1.121,-0.933,-0.47,-0.171,0.215,-1.241,-1.683,-0.462,0.542,-0.78,-0.389,0.933,1.19,-1.04,-0.7,1.182,-0.809,-0.568,0.625,-0.24,0.696,0.614,-1.057,-1.291,0.194,0.51,0.885,-1.317,-0.432,-0.079,0.059,-0.454,1.258,-0.495,-1.105,0.294,0.648,1.06,1.077,0.941,0.832,-1.397
0.769,0.157,1.78,1.139,0.572,0.469,-0.932,0.555,-0.478,0.078,-0.008,-1.132,0.331,0.123,0.78,-1.252,0.442,-1.912,0.037,2.475,-0.791,1.218,-0.143,-0.261,1.784,-1.19,0.513,-0.256,0.991,0.43,0.525,-0.301,0.831,-1.231,0.51,0.326,1.079,0.196,-0.923,0.362,0.735,-0.244,0.322,0.183,-0.11,0.534,-0.29,0.364,0.348,-2.304,1.045
0.706,0.965,0.81,2.153,0.124,0.112,0.42,-1.268,0.195,1.252,0.9,-0.635,0.726,0.645,0.787,-0.39,0.945,-0.059,0.894,0.414,1.605,0.46,0.78,-1.259,-2.882,-1.011,-0.859,0.841,0.773,0.43,-0.207,-1.304,0.256,0.882,0.133,0.32,-1.322,-0.605,-0.114,0.397,0.731,0.737,-0.064,1.199,-0.705,-0.384,-0.29,0.364,1.317,0.181,1.211
0.839,0.431,1.056,0.705,0.45,-1.08,-1.078,2.728,-0.327,1.322,-0.021,-0.656,0.739,0.744,0.932,-0.39,-0.029,-0.878,0.409,1.432,0.676,-0.766,2.165,0.1,0.232,-0.94,1.424,0.078,1.136,0.165,0.535,-0.265,0.104,-1.584,0.872,0.685,0.235,0.007,-0.701,0.529,0.339,-0.19,0.461,0.523,1.728,0.534,-0.29,0.839,-0.072,-1.098,0.942
-0.82,0.071,0.043,-1.832,-0.148,-0.158,0.813,0.528,0.422,-0.318,-0.741,-0.098,0.462,0.412,-0.17,0.904,-0.052,0.325,-0.955,0.742,0.729,1.217,1.75,1.327,-0.666,0.414,1.74,-0.832,-0.668,-1.162,0.354,1.527,0.364,0.21,0.872,0.245,0.816,0.288,0.117,0.222,-0.459,-1.008,-0.263,-0.491,-0.334,0.725,0.51,0.245,-0.379,-0.69,-0.91
0.564,0.929,-0.024,1.264,0.544,0.157,0.681,-0.033,-0.484,0.29,1.382,-0.58,-0.438,0.13,0.886,-1.252,0.461,0.001,1.65,-0.665,1.25,0.351,1.004,0.138,-1.051,0.265,0.82,1.521,0.551,-0.366,-3.573,-1.261,-0.253,0.808,0.51,-0.699,0.091,-0.621,-0.202,0.428,0.898,2.035,-2.977,1.173,-2.744,-4.627,-2.54,1.671,0.527,0.877,0.542
-3.521,-3.303,0.154,-0.862,0.675,-1.336,0.155,0.616,-0.761,0.153,-2.938,0.082,1.316,1.07,-1.467,0.904,0.191,0.426,-3.251,-0.95,1.614,0.682,0.026,0.536,1.066,-0.801,-0.398,-1.887,1.528,0.43,-0.011,0.782,-1.999,-0.139,-0.621,-0.316,1.545,2.703,0.482,-0.002,-0.452,-1.784,0.144,0.339,0.763,-1.024,-1.37,-0.943,-0.064,1.462,-1.725
1.156,0.83,0.753,0.704,0.362,0.078,0.079,0.661,-0.307,1.148,0.816,-0.946,-0.711,-0.159,1.239,-1.252,0.499,-0.774,1.01,1.414,1.682,-1.47,1.011,0.61,0.835,-1.937,1.191,1.665,0.28,-0.897,0.525,-1.222,-0.068,-0.482,0.872,1.283,-1.318,-0.283,0.01,0.553,-0.458,1.253,-0.46,0.769,-0.673,1.107,0.273,1.671,-0.284,-0.671,1.5
